text,optionA,optionB,optionC,optionD,correctOption,difficulty,classLevel,term,explanation,topicTitle
"Which organelle is known as the powerhouse of the cell? (Variation 6)","Nucleus","Mitochondria","Ribosome","Golgi body","B","EASY","SS1","FIRST","Mitochondria generate cellular energy in the form of ATP.","Cell Biology"
"The movement of water molecules from a region of lower solute concentration to higher solute concentration across a semi-permeable membrane is: (Variation 6)","Diffusion","Osmosis","Plasmolysis","Active transport","B","MEDIUM","SS1","FIRST","Osmosis is specific to water movement across semi-permeable membranes.","Cell Biology"
"Which of the following organisms is an autotroph? (Variation 6)","Amoeba","Fungus","Spirogyra","Tapeworm","C","EASY","SS1","SECOND","Spirogyra has chlorophyll and manufactures its own food via photosynthesis.","Nutrition"
"The organ responsible for pumping blood throughout the human body is: (Variation 6)","Liver","Kidney","Heart","Lungs","A","EASY","SS1","THIRD","The muscular heart pumps blood through blood vessels.","Transport System"
"Which enzyme in saliva digests starch into maltose? (Variation 6)","Pepsin","Ptyalin (Amylase)","Lipase","Trypsin","B","MEDIUM","SS2","FIRST","Salivary amylase (ptyalin) begins carbohydrate digestion in the mouth.","Nutrition"
"The main excretory organs in human beings are the: (Variation 6)","Lungs","Kidneys","Skin","Liver","B","EASY","SS2","SECOND","Kidneys filter waste products (urea, salts) from blood to form urine.","Excretion"
"The part of the brain that controls balance and posture is the: (Variation 6)","Cerebrum","Cerebellum","Medulla oblongata","Hypothalamus","B","MEDIUM","SS2","THIRD","Cerebellum coordinates voluntary movements and posture balance.","Nervous System"
"The physical appearance or observable characteristics of an organism is its: (Variation 6)","Genotype","Phenotype","Allele","Chromosome","B","EASY","SS3","FIRST","Phenotype refers to physical traits expressed by genetic makeup.","Genetics"
"In Mendel's monohybrid cross, what is the phenotypic ratio in the F2 generation? (Variation 6)","1:1","3:1","9:3:3:1","1:2:1","B","HARD","SS3","FIRST","F2 generation yields 3 dominant to 1 recessive phenotype ratio.","Genetics"
"Which of the following is a biotic component of an ecosystem? (Variation 6)","Temperature","Sunlight","Decomposers","Soil pH","C","EASY","SS3","SECOND","Decomposers are living (biotic) organisms in an ecosystem.","Ecology"
"Which organelle is known as the powerhouse of the cell? (Variation 7)","Nucleus","Mitochondria","Ribosome","Golgi body","B","EASY","SS1","FIRST","Mitochondria generate cellular energy in the form of ATP.","Cell Biology"
"The movement of water molecules from a region of lower solute concentration to higher solute concentration across a semi-permeable membrane is: (Variation 7)","Diffusion","Osmosis","Plasmolysis","Active transport","B","MEDIUM","SS1","FIRST","Osmosis is specific to water movement across semi-permeable membranes.","Cell Biology"
"Which of the following organisms is an autotroph? (Variation 7)","Amoeba","Fungus","Spirogyra","Tapeworm","C","EASY","SS1","SECOND","Spirogyra has chlorophyll and manufactures its own food via photosynthesis.","Nutrition"
"The organ responsible for pumping blood throughout the human body is: (Variation 7)","Liver","Kidney","Heart","Lungs","A","EASY","SS1","THIRD","The muscular heart pumps blood through blood vessels.","Transport System"
"Which enzyme in saliva digests starch into maltose? (Variation 7)","Pepsin","Ptyalin (Amylase)","Lipase","Trypsin","B","MEDIUM","SS2","FIRST","Salivary amylase (ptyalin) begins carbohydrate digestion in the mouth.","Nutrition"
"The main excretory organs in human beings are the: (Variation 7)","Lungs","Kidneys","Skin","Liver","B","EASY","SS2","SECOND","Kidneys filter waste products (urea, salts) from blood to form urine.","Excretion"
"The part of the brain that controls balance and posture is the: (Variation 7)","Cerebrum","Cerebellum","Medulla oblongata","Hypothalamus","B","MEDIUM","SS2","THIRD","Cerebellum coordinates voluntary movements and posture balance.","Nervous System"
"The physical appearance or observable characteristics of an organism is its: (Variation 7)","Genotype","Phenotype","Allele","Chromosome","B","EASY","SS3","FIRST","Phenotype refers to physical traits expressed by genetic makeup.","Genetics"
"In Mendel's monohybrid cross, what is the phenotypic ratio in the F2 generation? (Variation 7)","1:1","3:1","9:3:3:1","1:2:1","B","HARD","SS3","FIRST","F2 generation yields 3 dominant to 1 recessive phenotype ratio.","Genetics"
"Which of the following is a biotic component of an ecosystem? (Variation 7)","Temperature","Sunlight","Decomposers","Soil pH","C","EASY","SS3","SECOND","Decomposers are living (biotic) organisms in an ecosystem.","Ecology"
"Which organelle is known as the powerhouse of the cell? (Variation 8)","Nucleus","Mitochondria","Ribosome","Golgi body","B","EASY","SS1","FIRST","Mitochondria generate cellular energy in the form of ATP.","Cell Biology"
"The movement of water molecules from a region of lower solute concentration to higher solute concentration across a semi-permeable membrane is: (Variation 8)","Diffusion","Osmosis","Plasmolysis","Active transport","B","MEDIUM","SS1","FIRST","Osmosis is specific to water movement across semi-permeable membranes.","Cell Biology"
"Which of the following organisms is an autotroph? (Variation 8)","Amoeba","Fungus","Spirogyra","Tapeworm","C","EASY","SS1","SECOND","Spirogyra has chlorophyll and manufactures its own food via photosynthesis.","Nutrition"
"The organ responsible for pumping blood throughout the human body is: (Variation 8)","Liver","Kidney","Heart","Lungs","A","EASY","SS1","THIRD","The muscular heart pumps blood through blood vessels.","Transport System"
"Which enzyme in saliva digests starch into maltose? (Variation 8)","Pepsin","Ptyalin (Amylase)","Lipase","Trypsin","B","MEDIUM","SS2","FIRST","Salivary amylase (ptyalin) begins carbohydrate digestion in the mouth.","Nutrition"
"The main excretory organs in human beings are the: (Variation 8)","Lungs","Kidneys","Skin","Liver","B","EASY","SS2","SECOND","Kidneys filter waste products (urea, salts) from blood to form urine.","Excretion"
"The part of the brain that controls balance and posture is the: (Variation 8)","Cerebrum","Cerebellum","Medulla oblongata","Hypothalamus","B","MEDIUM","SS2","THIRD","Cerebellum coordinates voluntary movements and posture balance.","Nervous System"
"The physical appearance or observable characteristics of an organism is its: (Variation 8)","Genotype","Phenotype","Allele","Chromosome","B","EASY","SS3","FIRST","Phenotype refers to physical traits expressed by genetic makeup.","Genetics"
"In Mendel's monohybrid cross, what is the phenotypic ratio in the F2 generation? (Variation 8)","1:1","3:1","9:3:3:1","1:2:1","B","HARD","SS3","FIRST","F2 generation yields 3 dominant to 1 recessive phenotype ratio.","Genetics"
"Which of the following is a biotic component of an ecosystem? (Variation 8)","Temperature","Sunlight","Decomposers","Soil pH","C","EASY","SS3","SECOND","Decomposers are living (biotic) organisms in an ecosystem.","Ecology"
"Which organelle is known as the powerhouse of the cell? (Variation 9)","Nucleus","Mitochondria","Ribosome","Golgi body","B","EASY","SS1","FIRST","Mitochondria generate cellular energy in the form of ATP.","Cell Biology"
"The movement of water molecules from a region of lower solute concentration to higher solute concentration across a semi-permeable membrane is: (Variation 9)","Diffusion","Osmosis","Plasmolysis","Active transport","B","MEDIUM","SS1","FIRST","Osmosis is specific to water movement across semi-permeable membranes.","Cell Biology"
"Which of the following organisms is an autotroph? (Variation 9)","Amoeba","Fungus","Spirogyra","Tapeworm","C","EASY","SS1","SECOND","Spirogyra has chlorophyll and manufactures its own food via photosynthesis.","Nutrition"
"The organ responsible for pumping blood throughout the human body is: (Variation 9)","Liver","Kidney","Heart","Lungs","A","EASY","SS1","THIRD","The muscular heart pumps blood through blood vessels.","Transport System"
"Which enzyme in saliva digests starch into maltose? (Variation 9)","Pepsin","Ptyalin (Amylase)","Lipase","Trypsin","B","MEDIUM","SS2","FIRST","Salivary amylase (ptyalin) begins carbohydrate digestion in the mouth.","Nutrition"
"The main excretory organs in human beings are the: (Variation 9)","Lungs","Kidneys","Skin","Liver","B","EASY","SS2","SECOND","Kidneys filter waste products (urea, salts) from blood to form urine.","Excretion"
"The part of the brain that controls balance and posture is the: (Variation 9)","Cerebrum","Cerebellum","Medulla oblongata","Hypothalamus","B","MEDIUM","SS2","THIRD","Cerebellum coordinates voluntary movements and posture balance.","Nervous System"
"The physical appearance or observable characteristics of an organism is its: (Variation 9)","Genotype","Phenotype","Allele","Chromosome","B","EASY","SS3","FIRST","Phenotype refers to physical traits expressed by genetic makeup.","Genetics"
"In Mendel's monohybrid cross, what is the phenotypic ratio in the F2 generation? (Variation 9)","1:1","3:1","9:3:3:1","1:2:1","B","HARD","SS3","FIRST","F2 generation yields 3 dominant to 1 recessive phenotype ratio.","Genetics"
"Which of the following is a biotic component of an ecosystem? (Variation 9)","Temperature","Sunlight","Decomposers","Soil pH","C","EASY","SS3","SECOND","Decomposers are living (biotic) organisms in an ecosystem.","Ecology"
"Which organelle is known as the powerhouse of the cell? (Variation 10)","Nucleus","Mitochondria","Ribosome","Golgi body","B","EASY","SS1","FIRST","Mitochondria generate cellular energy in the form of ATP.","Cell Biology"
"The movement of water molecules from a region of lower solute concentration to higher solute concentration across a semi-permeable membrane is: (Variation 10)","Diffusion","Osmosis","Plasmolysis","Active transport","B","MEDIUM","SS1","FIRST","Osmosis is specific to water movement across semi-permeable membranes.","Cell Biology"
"Which of the following organisms is an autotroph? (Variation 10)","Amoeba","Fungus","Spirogyra","Tapeworm","C","EASY","SS1","SECOND","Spirogyra has chlorophyll and manufactures its own food via photosynthesis.","Nutrition"
"The organ responsible for pumping blood throughout the human body is: (Variation 10)","Liver","Kidney","Heart","Lungs","A","EASY","SS1","THIRD","The muscular heart pumps blood through blood vessels.","Transport System"
"Which enzyme in saliva digests starch into maltose? (Variation 10)","Pepsin","Ptyalin (Amylase)","Lipase","Trypsin","B","MEDIUM","SS2","FIRST","Salivary amylase (ptyalin) begins carbohydrate digestion in the mouth.","Nutrition"
"The main excretory organs in human beings are the: (Variation 10)","Lungs","Kidneys","Skin","Liver","B","EASY","SS2","SECOND","Kidneys filter waste products (urea, salts) from blood to form urine.","Excretion"
"The part of the brain that controls balance and posture is the: (Variation 10)","Cerebrum","Cerebellum","Medulla oblongata","Hypothalamus","B","MEDIUM","SS2","THIRD","Cerebellum coordinates voluntary movements and posture balance.","Nervous System"
"The physical appearance or observable characteristics of an organism is its: (Variation 10)","Genotype","Phenotype","Allele","Chromosome","B","EASY","SS3","FIRST","Phenotype refers to physical traits expressed by genetic makeup.","Genetics"
"In Mendel's monohybrid cross, what is the phenotypic ratio in the F2 generation? (Variation 10)","1:1","3:1","9:3:3:1","1:2:1","B","HARD","SS3","FIRST","F2 generation yields 3 dominant to 1 recessive phenotype ratio.","Genetics"
"Which of the following is a biotic component of an ecosystem? (Variation 10)","Temperature","Sunlight","Decomposers","Soil pH","C","EASY","SS3","SECOND","Decomposers are living (biotic) organisms in an ecosystem.","Ecology"
